CFGPdb_unigene	clones	libraries_specific	annotation	Arabidopsis_first_BLAST_hit_ID	Arabidopsis_first_BLAST_hit_description
aCL1228Contig1	C18003D09,IC0AAA67DG06,KN0AAQ11YM16,IC0AAA18AE07,IC0AAA89DE07,IC0AAA61DE06,IC0AAA42AD03,IC0AAA56BD09,IC0AAA76AG10,IC0AAA56CE05,IC0AAA31DD11,C05071D02	no	ZF-HD homeobox protein	AT4G24660	zinc finger homeobox family protein / ZF-HD homeobox family protein, hypothetical protein T8K22.16, Arabidopsis thalianachromosome II BAC T8K22, PATX:G3184285
aCL122Contig2	C18024C10,C04011E10,IC0AAA31AC03,IC0AAA57DB06,KN0AAL3CA12,C31704B01,KN0AAP13YI06,KN0AAP1YA07	no	HSR203J like protein	AT5G06570	expressed protein, similar to PrMC3 (Pinus radiata) GI:5487873
aCL1249Contig1	KN0AAB2DH10,C31209E08,C18012F10,C08016C08,C06004B02,C06020A05,KN0AAM3AA10	no	Glutathione S-transferase GST 14	AT2G29420	glutathione S-transferase, putative
aCL1249Contig3	C18005G05,C02027B03,C08032H05,KN0AAM1AA01	no	Glutathione S-transferase GST 14	AT2G29420	glutathione S-transferase, putative
aCL1267Contig1	C31402E12,C18004A09,C05802G03,C06011C01,C06011E03,C20007A06,C32102G10,C32103E06	no	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplast precursor	AT1G63970	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, putative, similar to 2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase GI:7621712 from (Catharanthus roseus)
aCL1274Contig1	C18001D01,C18010E10,C18017C04,KN0AAN2BB12,C16012H05,C02011E08,IC0AAA71CC03,KN0AAL1BC03,C34207C12,C06012F01,C06020A09,KN0AAP2YF05,KN0AAP4YG24,C01014E12	no	60S ribosomal protein L11-1	AT5G45775	60S ribosomal protein L11 (RPL11D)
aCL1297Contig1	C18018H01,IC0AAA48CF03,C34004C07,C34004G05,C34009D04,C34009E03,C34108C07,C06014D04,C31708G01,KN0AAP7YF24,KN0AAP7YK21,KN0AAP4YB05,KN0AAP9YJ20	no	Aldehyde dehydrogenase family 7 member A1	AT1G54100	aldehyde dehydrogenase, putative / antiquitin, putative, strong similarity to SP:Q41247 Aldehyde dehydrogenase family 7 member A1 (EC 1.2.1.3) (Antiquitin 1) (Brassica turgor-responsive/drought-induced gene 26 protein) (Btg-26) {Brassica napus}; similar to turgor-responsive protein 26G (aldehyde dehydrogenase family 7 member A1) (Pisum sativum) SWISS-PROT:P25795
aCL1305Contig2	C18010F09,C06019G12,C04016D06,C02027A02,C20002H04,C32202G07,KN0AAP11YM14	no	Putative Pi starvation-induced protein	AT1G71950	expressed protein, similar to Pi starvation-induced protein GB:BAA06151 from (Nicotiana tabacum)
aCL130Contig3	C18014G03,C04016F07,C05004B10,C05015B10,KN0AAH1DG05,KN0AAH2CA05,KN0AAH2DB07,KN0AAH1AE11,KN0AAH1AE12,KN0AAH1BB02,KN0AAH1BG11,KN0AAH3AD06	no	Glutaredoxin	AT5G40370	glutaredoxin, putative, similar to glutaredoxin (Ricinus communis) SWISS-PROT:P55143
aCL1314Contig1	C18023F04,IC0AAA85CF11,IC0AAA41AF06,IC0AAA82BF10,IC0AAA21CF08,IC0AAA5CG03,IC0AAA73CF05,IC0AAA81BG06,IC0AAA83AF03,IC0AAA81CB05,IC0AAA18BH12,IC0AAA94BC04,IC0AAA99CD08	no	AMP-binding protein	AT5G16370	AMP-binding protein, putative, similar to AMP-binding protein GI:1903034 from (Brassica napus); contains Pfam AMP-binding domain PF00501; identical to cDNA adenosine monophosphate binding protein 5 AMPBP5 (AMPBP5) GI:20799718
aCL1349Contig1	C31005A02,C31007G08,C31402C11,C18014A11,C02001B05,C02003C09,C34210F10,C32013B06,C32013G07,C32201G12,C07010B08	no	Photosystem II 22 kDa protein, chloroplast precursor	AT1G44575	photosystem II 22kDa protein, chloroplast / CP22 (PSBS), identical to photosystem II 22 kDa protein, chloroplast (precursor) SP:Q9XF91 from (Arabidopsis thaliana); contains Pfam profile PF00504: Chlorophyll A-B binding protein
aCL1378Contig1	KN0AAB2BB01,KN0AAB2DB01,C18004F10,C18006C05,C18015F10,C18022D08,C19001B04,C19001D04,C19001D05,C19001E05,C19001F05,IC0AAA6DH07,IC0AAA6CH07	no	Beta-galactosidase	AT3G13750	beta-galactosidase, putative / lactase, putative, similar to beta-galactosidase precursor SP:P48980 from (Lycopersicon esculentum)
aCL138Contig2	C18022H03,C06023E02,KN0AAP6YK18	no	High mobility group protein	AT2G17560	high mobility group protein gamma (HMGgamma) / HMG protein gamma, nearly identical to HMG protein (HMGgamma) (Arabidopsis thaliana) GI:2832355
aCL1393Contig1	C31403F07,C18003B08,C18003B09,C05069H04,C07005B04,C07007G11,C31705E12,C31706D06,C01014C08,C01014E09,C01001B05,C01008D03,C01009D04	no	Ultraviolet-B-repressible protein	AT2G06520	membrane protein, putative, contains 2 transmembrane domains;
aCL1397Contig1	C18020H11,KN0AAN1AA04,KN0AAN2DC02,KN0AAN1BA09,KN0AAN3AA11,KN0AAN3AE11,KN0AAN3AF07,KN0AAN1CC07,KN0AAN2AE06,KN0AAN3DF06,KN0AAN3DG07,KN0AAL3DA08,KN0AAM3AA04	no	Bell-like homeodomain protein 3	AT5G41410	homeodomain protein (BEL1), identical to cDNA homeobox protein (BEL1) GI:28202124
aCL13Contig1	C21005D04,C18017H10,KN0AAN1DH11,KN0AAN1DH12,C16013G01,C16014H05,C16015H02,C06009A03,C04032F10,C04033H02,C04005A10,C04022A07,C04022B07,C05002C04,KN0AAL1BC01,KN0AAL1DD02,C20010E07,C08017B01,C08006A02,C08013A02,C08021E11,C08025A02,C05044E04,KN0AAP8YF10,KN0AAP5YC01,KN0AAP11YO09,KN0AAP4YK20,C01015B07,C01016D08,C01005G01,C01005H01	no	Protein At2g27030	AT3G43810	calmodulin-7 (CAM7), almost identical to calmodulin GI:16227 from (Arabidopsis thaliana), SP:P59220 Calmodulin-7 {Arabidopsis thaliana}
aCL13Contig6	KN0AAK2DA01,C18020D05,C18020F08,IC0AAA62CB09,IC0AAA37AC03,IC0AAA38DH03,IC0AAA10DD11,IC0AAA82CC03,KN0AAQ2YP16,KN0AAQ9YF14,IC0AAA20AB04,IC0AAA41CA01,KN0AAQ4YI16,IC0AAA37CA04,IC0AAA68AB06,KN0AAQ11YF04,IC0AAA70CC07,IC0AAA11BG08,IC0AAA14DE08,IC0AAA61DC10,IC0AAA9CG01,IC0AAA36CB03,KN0AAQ13YP11,IC0AAA38BC02,IC0AAA77DG05,IC0AAA27DA05,KN0AAQ10YM03,IC0AAA85BH06,IC0AAA18DA06,KN0AAL3AG09,C08028A02,C08011A02,C34003E07,C34110E04,C34201E08,C34204B06,C34206B07,C32013B10,C07011G08,C31802E06,KN0AAP11YG13	no	Arabidopsis thaliana genomic DNA, chromosome 5, P1 clone:MRB17	AT5G54540	expressed protein
aCL1401Contig1	C31202C02,C31209A10,C18009E08,C04010B04,IC0AAA2CA09,IC0AAA29AF12,IC0AAA36DF03,C03002B07,C03003A12,C03003C08,C03004F05	no	Putative laccase	AT3G09220	laccase family protein / diphenol oxidase family protein, similar to laccase (Pinus taeda)(GI:13661201), laccase GB:CAA74105 (Populus balsamifera subsp. trichocarpa); contains Pfam profile: Multicopper oxidases
aCL143Contig3	KN0AAK1CG07,C32002D03,C18018F06,C16018C03,C05801D10,C05802B08,C05807G08,C04010A04,C02027D11,IC0AAA15CF04,IC0AAA30DC08,IC0AAA97DD04,IC0AAA83DF02,KN0AAL2BC05,C20006H04,C32108D04,KN0AAP11YO16,KN0AAP13YE03,KN0AAP4YE07	no	Poly(A)-binding protein	AT1G49760	PAB8 | polyadenylate-binding protein, putative / PABP, putative, similar to poly(A)-binding protein GB:AAF66825 GI:7673359 from (Nicotiana tabacum). Highly and ubiquitously expressed. Member of the class II PABP family.
aCL144Contig7	C18011C05,C18019B09,C34004H07	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL1454Contig1	C18012A04,C19003B10,C19003E06,C19005A10,C19006C06,C19007F01,C19008D12,C19008G01,C19009A02,IC0AAA54BG11,C34001F05,C34010C03,C34204A01	no	UDP-glucose:salicylic acid glucosyltransferase	AT2G43820	UDP-glucoronosyl/UDP-glucosyl transferase family protein, contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
aCL1462Contig1	C31109D07,C18002G10,C18002H11,C31604H02,C02012F03,IC0AAA7BA03,IC0AAA59AG04,IC0AAA77CH03	no	At2g37200	AT2G37200	integral membrane protein, putative, contains 4 transmembrane domains; contains Pfam PF04535 : Domain of unknown function (DUF588); similar to putative ethylene responsive element binding protein (GI:22135858) (Arabidopsis thaliana)
aCL1473Contig1	C31001A07,KN0AAA2DF10,KN0AAB3BG02,KN0AAI2CF01,KN0AAI1BH11,C21001F03,C18024C12,C05071H04,KN0AAM1BE03,KN0AAP8YH11,KN0AAP5YG19,C01011H05	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL1480Contig1	C05073D03,C18016E12,IC0AAA58CD12,IC0AAA12BE04,IC0AAA38DH05,IC0AAA32CE08,KN0AAQ13YK12,IC0AAA3AA08	no	Probable xyloglucan endotransglucosylase/hydrolase protein 30 precursor	AT1G32170	xyloglucan:xyloglucosyl transferase, putative / xyloglucan endotransglycosylase, putative / endo-xyloglucan transferase, putative (XTR4), identical to N-terminal partial sequence of xyloglucan endotransglycosylase-related protein XTR4 GI:1244754 from (Arabidopsis thaliana); similar to endoxyloglucan transferase (Arabidopsis thaliana) GI:5533311
aCL1496Contig1	C18014G09,C02015H10,C02019E09,KN0AAL2AH02,C20004H03,C05056D03,C08032A04,C08008C07,C34201C11,C31707C03,C31804F11	no	Putative 40S ribosomal protein; contains C-terminal domain	AT5G35530	40S ribosomal protein S3 (RPS3C)
aCL149Contig1	KN0AAI3CD02,C31502E09,C18001A10,C18001B05,C06015D10,C06021H12,C04013H01,C04015G03,C04022D07,C04031F09,C05054C07,C05054E01,KN0AAL3DB11,C07003D09,C07008H04,C05057B03,C08038G10,C08039B03,C06008D02,C05043F06,C05044B01,C05044B09,KN0AAM1BA09,C07007B09,KN0AAP11YA04,KN0AAP8YH07,KN0AAP3YG22,KN0AAP8YI03,KN0AAP13YO10,KN0AAP10YE20,KN0AAP7YO22,KN0AAP9YD15,KN0AAP9YE02,KN0AAP10YP22,KN0AAP1YG24,KN0AAP1YI17	no	Thioredoxin H-type	AT3G51030	ATTRX H1 | thioredoxin H-type 1 (TRX-H-1), identical to SP:P29448 Thioredoxin H-type 1 (TRX-H-1) {Arabidopsis thaliana}
aCL14Contig1	C31001E11,C31006A09,C31007A03,C31007C12,C31009F04,C31010A12,KN0AAI3BA05,C31404E11,C31405F06,C31401B09,C31401E05,C31401F11,C32001G04,C05074F05,C18013D06,C05142A01,C05801E07,C05802F09,C05803F06,C02003C02,IC0AAA84DB03,IC0AAA66DD12,IC0AAA60BG04,IC0AAA99BB04,IC0AAA13DC10,C07002B01,C07003F10,C05070E05,C32011E11,KN0AAP9YD11,C01014D12,C01016E10,C01017D12,C01004E04,C01006C07	no	Chlorophyll a-b binding protein 3C, chloroplast precursor	AT1G29910	chlorophyll A-B binding protein 2, chloroplast / LHCII type I CAB-2 / CAB-140 (CAB2A), identical to SP:P04778 Chlorophyll A-B binding protein 2, chloroplast precursor (LHCII type I CAB-2) (CAB-140) (LHCP) {Arabidopsis thaliana}
aCL1505Contig1	C18013F12,C02004A02,IC0AAA65DG02,IC0AAA8CG08,IC0AAA58DF02,IC0AAA41DB01,IC0AAA22AB09,KN0AAQ3YK08,KN0AAQ10YH05,C34202B05,C34207A04,C32108E08	no	Putative hydrolases	AT4G37470	hydrolase, alpha/beta fold family protein, low similarity to SP:Q59093 3-oxoadipate enol-lactonase I (EC 3.1.1.24) (Enol-lactone hydrolase I) (Beta-ketoadipate enol-lactone hydrolase I) {Acinetobacter calcoaceticus}; contains Pfam profile PF00561: hydrolase, alpha/beta fold family
aCL1507Contig1	C31108B10,C18008C08,C16017A02,C04015A03,C19001E02,C19001F02,C08005F10,KN0AAM3DB12,KN0AAM2BH11	no	Glutathione S-transferase GST 14	AT3G09270	glutathione S-transferase, putative, similar to glutathione transferase GB:CAA71784 (Glycine max)
aCL1516Contig1	C18019E05,IC0AAA33CF08,IC0AAA49CA11,IC0AAA66AB06,IC0AAA69CB04,IC0AAA70BF01,IC0AAA27AF05,IC0AAA46DH12,IC0AAA1AC03,IC0AAA13BD11,IC0AAA79CE01,C08033F04	no	Nodulin-like protein	AT2G39210	nodulin family protein, similar to nodulin-like protein (Arabidopsis thaliana) GI:3329368, nodule-specific protein Nlj70 (Lotus japonicus) GI:3329366
aCL151Contig1	C18022C05,C34001G08,C34209H01,C32007A03	no	F12F1.32 protein	AT1G11840	lactoylglutathione lyase, putative / glyoxalase I, putative [Arabidopsis thaliana] (TAIR:At1g67280.1); similar to unknown [Brassica oleracea var. gemmifera] (GB:CAA99233.1); contains InterPro domain Glyoxalase I (InterPro:IPR004361); contains InterPro domain Glyoxalase/Bleomycin resistance protein/dioxygenase domain (InterPro:IPR004360)
aCL153Contig1	C18004E09,C05811D03,IC0AAA5DA04	no	senescence-associated protein-related, similar to senescence-associated protein SAG102 (GI:22331931) (Arabidopsis thaliana);	AT5G20700	senescence-associated protein-related, similar to senescence-associated protein SAG102 (GI:22331931) (Arabidopsis thaliana);
aCL1542Contig1	C18020G07,C04033F07,C02017E11,C02022C11,IC0AAA64AF05,IC0AAA65DD02,IC0AAA15CD08,IC0AAA8DG12,IC0AAA52CC06,IC0AAA31BG04,IC0AAA8BD05,C03002B04	no	UPI000034F2B4; pepsin A	AT5G43100	aspartyl protease family protein, low similarity to CND41, chloroplast nucleoid DNA binding protein (Nicotiana tabacum) GI:2541876; contains Pfam profile PF00026: Eukaryotic aspartyl protease
aCL1544Contig1	C31405G09,C18011H07,C05134F12,C04033C09,KN0AAQ4YL15,IC0AAA78AC07,C34207H04,C06020F12,KN0AAP8YL01	no	NifU-like protein	AT4G22220	iron-sulfur cluster assembly complex protein, putative, similar to iron-sulfur cluster assembly complex ISCU1 (GI:11545705) (Homo sapiens); nifU protein homolog YPL135w (GI:15619823) (Saccharomyces cerevisiae) PIR2:S69049
aCL1547Contig2	C18016F05,IC0AAA28AF12,IC0AAA90AA07,IC0AAA37CB02,IC0AAA32CB03,IC0AAA92BF10,IC0AAA83BG02,KN0AAQ8YO18,IC0AAA97CF03	no	AT5g20650/T1M15_50	AT5G20650	copper transporter family protein, similar to SP:Q39065 Copper transporter 1 (COPT1) {Arabidopsis thaliana}; contains Pfam profile PF04145: Ctr copper transporter family
aCL1556Contig1	C31106B10,C31404G04,C18021G08,C05803G07,C06005H10,KN0AAL3CB03,C32105D07,C31804B08,KN0AAP11YD17,KN0AAP9YL19	no	Temperature-induced lipocalin	AT5G58070	lipocalin, putative, similar to temperature stress-induced lipocalin (Triticum aestivum) GI:18650668
aCL1563Contig1	C05075G11,C18005C11,C18006E07,C18009F10,C18015G11,C18020D08,C18021F09,C18022H08,C18025A08,C18025A10,KN0AAN1CB09,C08019B03	no	Bifunctional lysine-ketoglutarate reductase/saccharopine dehydrogenase	AT4G33150	lysine-ketoglutarate reductase/saccharopine dehydrogenase bifunctional enzyme, identical to lysine-ketoglutarate reductase/saccharopine dehydrogenase GI:2052508 from (Arabidopsis thaliana)
aCL1565Contig1	C18010A01,C06009H04,C06021H08	no	no_annotation_available	AT2G29500	17.6 kDa class I small heat shock protein (HSP17.6B-CI), contains Pfam PF00011: Hsp20/alpha crystallin family; identified in Scharf, K-D., et al, Cell Stress & Chaperones (2001) 6: 225-237.
aCL1565Contig2	C18017F10,C18017H09,C04034B02,C04004D03,C04023B01,C08028H04,KN0AAP6YO22,KN0AAP1YN11,KN0AAP1YD13	no	17.3 kDa class I heat shock protein	AT5G59720	18.1 kDa class I heat shock protein (HSP18.1-CI), identical to 18.2 kDa class I heat shock protein (HSP 18.2) (SP:P19037)(Arabidopsis thaliana); contains Pfam profile: PF00011 Hsp20/alpha crystallin family
aCL1577Contig1	C31102B10,C16008D12,C16011G08,C16001C10,C16001D09,C16003H04,C18014E05,C18016D01,C04035B03,C19001A08,C06016F10,C01001E04	no	BEL1-like homeodomain transcription factor	AT2G35940	BEL1-like homeobox 4 protein (BLH4) [Arabidopsis thaliana] (TAIR:At2g23760.1); similar to BEL1-like homeobox 4 protein (BLH4) [Arabidopsis thaliana] (TAIR:At2g23760.2); similar to bell-like homeodomain protein 2 [Lycopersicon esculentum] (GB:AAP47025.1); contains InterPro domain POX (InterPro:IPR006563); contains InterPro domain Homeobox (InterPro:IPR001356)
aCL157Contig1	C18009H08,KN0AAN3AF12,KN0AAN3DC04,C04022D06,C04022E05,C03009E04,C06022E07,C01002B03	no	Bell-like homeodomain protein 2	AT2G35940	BEL1-like homeobox 4 protein (BLH4) [Arabidopsis thaliana] (TAIR:At2g23760.1); similar to BEL1-like homeobox 4 protein (BLH4) [Arabidopsis thaliana] (TAIR:At2g23760.2); similar to bell-like homeodomain protein 2 [Lycopersicon esculentum] (GB:AAP47025.1); contains InterPro domain POX (InterPro:IPR006563); contains InterPro domain Homeobox (InterPro:IPR001356)
aCL1582Contig1	KN0AAK2BG05,KN0AAK3BG05,C18004G05,C18005E05,C18016H08,IC0AAA72BC07,C34007C03,C34007E10,C34010E07,C32006B10,KN0AAP11YA09,KN0AAP2YC01	no	Glucosyl transferase, putative; 93894-95315	AT3G11340	UDP-glucoronosyl/UDP-glucosyl transferase family protein, contains Pfam profile: PF00201 UDP-glucoronosyl and UDP-glucosyl transferase
aCL15Contig2	KN0AAK1AG02,KN0AAK3AB11,KN0AAK1BH05,KN0AAI3BB01,C31401C01,C18002B04,C18003A07,C18003C07,C18003D07,C18007F07,C18013F10,C18009B11,C18016C05,C05139C01,C05146A07,C05801F02,C05802C01,C05802F02,C05811G04,C05133A08,C05804H04,C05807C03,C04031G01,C04032A02,C04033G02,C04035F03,C04028D11,C04029E08,C04030H03,C05002D04,C05005A01,C05005F04,C07003A05,C07003F09,C07008F01,C05072E02,C08038E10,C06002A07,C06004C10,C06006H12,C06012F06,C06014A08,C05043H04,KN0AAM1CC03,C07004A02,C07004E12,C07005A06,C07005A08,C07005A10,C07005C05,C07005C12,C07005E03,C07005E04,C07005F01,C07005F10,C07005G09,C07005G10,C07006C02,C07006D11,C07006E01,C07006F01,C07006G11,C07007A07,C07007B03,C07007D10,C07007E10,C07007E12,C07007F03,C07007G01,C07007G08,C07009A01,C07009E05,C07009F10,C07009H01,C07009H05,C07011C02,C07011E06,C07011H10,C07012A07,KN0AAP6YM09,KN0AAP8YK10,KN0AAP13YC04,KN0AAP13YM21,KN0AAP7YD24,KN0AAP2YF23,KN0AAP4YI02,KN0AAP4YJ20,KN0AAP1YA09,KN0AAP1YJ19,C01012F12,C01013C11,C01013C12,C01013F01,C01017C11,C01019A01,C01004F02,C01009F02	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL1602Contig1	KN0AAA2DA09,C05065D02,C18007A09,C08036G01,C08038B08,C08017E11,C05043A06,KN0AAM3DH09,KN0AAM2BH01,KN0AAM3AD05,KN0AAM3AD12	no	Ribosomal protein	AT1G67430	60S ribosomal protein L17 (RPL17B), similar to ribosomal protein GI:19101 from (Hordeum vulgare)
aCL160Contig2	C31107C09,C18007E09,C05803F08,IC0AAA74DF01,IC0AAA24CE05,IC0AAA85DA05,IC0AAA10DC11,IC0AAA93BD05,IC0AAA89BC07,IC0AAA75CA07,IC0AAA89DA10,IC0AAA92AE07,IC0AAA63BD08,IC0AAA70DB09,IC0AAA45BC04,IC0AAA92BA02,IC0AAA67AD04,IC0AAA60CB11,IC0AAA45DC04,C32106A09	no	Allyl alcohol dehydrogenase	AT3G03080	NADP-dependent oxidoreductase, putative, similar to probable NADP-dependent oxidoreductase (zeta-crystallin homolog) P2 (SP:Q39173)(gi:886430), Arabidopsis thaliana; similar to allyl alcohol dehydrogenase (Nicotiana tabacum) GI:6692816
aCL1619Contig2	C31001A11,C31001H10,C31010B12,C31109E02,KN0AAB2BF12,C05076C02,C18013F04,KN0AAL1BF12,KN0AAL1DC10,C08037F06	no	Expressed protein	AT3G56680	expressed protein
aCL1629Contig1	C31004C05,C18004F01,C18006A11,C18019B03,IC0AAA21DG12,IC0AAA95BE05,IC0AAA20BG09,IC0AAA7DG04,IC0AAA5AD08,KN0AAP5YG05	no	Homogentisate 1,2-dioxygenase	AT5G54080	homogentisate 1,2-dioxygenase / homogentisicase/homogentisate oxygenase / homogentisic acid oxidase (HGO), identical to SP:Q9ZRA2 Homogentisate 1,2-dioxygenase (EC 1.13.11.5) (Homogentisicase) (Homogentisate oxygenase) (Homogentisic acid oxidase) {Arabidopsis thaliana}; contains Pfam profile PF04209: homogentisate 1,2-dioxygenase
aCL1642Contig1	C31301B04,C18010D12,C31601D06,C31605A11,C07011H06	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL1643Contig1	KN0AAI3BD12,C18025H01,IC0AAA6DF07,IC0AAA41AB10,IC0AAA37AD04,IC0AAA8CH08,IC0AAA44CB10,IC0AAA100DG03,IC0AAA60AD04,IC0AAA39DC07,IC0AAA69AB05,IC0AAA31DF09	no	UPI00000A2A19; B1040D09.22	AT4G01040	glycosyl hydrolase family 18 protein, contains Pfam profile PF00704: Glycosyl hydrolases family 18
aCL1649Contig1	C31203G04,C31207B01,C18015B06,C18020D03,C18020E03,C19006F05	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL1649Contig2	C18018A05,C19001B01,C19002A05,C19002A07,C19002B12,C19009C08	no	no_annotation_available	no_similar_Arabidopsis_protein	
aCL1666Contig1	C18007C05,C31602B05,C31603E06,IC0AAA59BB07,IC0AAA3AC05,IC0AAA83CH01,IC0AAA78AB10,IC0AAA82AF10,C20002E04	no	At1g17220/F20D23_8	AT1G17220	translation initiation factor IF-2, chloroplast, putative, similar to SP:P57997:IF2C_PHAVU Translation initiation factor IF-2, chloroplast precursor (PvIF2cp) {Phaseolus vulgaris}
aCL166Contig1	C31006E10,C31103G05,KN0AAA3CD10,KN0AAB1CH07,C31200A01,C18001G02,C16014A09,C04031D12,C05001A07,C02001G07,C02010A06,IC0AAA8CD05,IC0AAA25AD01,IC0AAA100CF02,IC0AAA66BE09,IC0AAA9BG05,KN0AAQ1YK22,KN0AAQ1YN11,KN0AAQ3YC01,IC0AAA81CG12,KN0AAQ3YJ19,IC0AAA68DH01,IC0AAA42CE05,KN0AAL1DD03,C34101F05,C34105D04,C34108C06,KN0AAP8YP18,KN0AAP4YA11,KN0AAP12YD24	no	Aquaporin	AT4G00430	plasma membrane intrinsic protein, putative, identical to transmembrane protein GI:535780 from (Arabidopsis thaliana); very strong similarity to SP:Q08733 Plasma membrane intrinsic protein 1C (Transmembrane protein B) (TMP-B) {Arabidopsis thaliana}; contains Pfam profile PF00230: Major intrinsic protein;
aCL1676Contig1	C05701G10,C21004F11,C21005E10,C21006C09,C21006C11,C21006E08,C18007E07,C18024D07,C04033A03,C19007D06,C19008H09,C19010A05	no	no_annotation_available	AT4G32375	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein, similar to polygalacturonase (Lycopersicon esculentum) GI:4325090; contains Pfam profile PF00295: Polygalacturonase (pectinase)
aCL167Contig1	C21002C01,C18023E07,C04033A08,C19001E12,C19004G04,C19006A11,C19007A08,C19010A08,C19010A09,C19010D01,C19010F02,C02027E09,C08005D01	no	OSJNBa0060N03.20 protein	AT3G13050	transporter-related, low similarity to apical organic cation transporter (Sus scrofa) GI:2062135, SP:Q02563 Synaptic vesicle protein 2 (SV2) {Rattus norvegicus}; contains Pfam profile PF00083: major facilitator superfamily protein
